repo_name,problems_total,critical_issues,high_issues,moderate_issues,low_issues,problems
learningequality_kolibri,736,30,543,151,0,"[('Equality operator may cause type coercion', 160), ('Syntax errors and unresolved references in JSDoc', 119), ('Deprecated symbol used', 115), ('Unused local symbol', 98), ('Mismatched JSDoc and function signature', 77), ('ESLint', 30), ('Result of method call returning a promise is ignor', 22), ('Comma expression', 15), (""Unnecessary 'return' statement"", 15), ('Missing await for an async function call', 10), ('Unused assignment', 8), ('Void function return value used', 8), ('Import can be shortened', 7), ('Incorrect usage of JSDoc tags', 7), ('Primitive type object wrapper used', 5), ('Duplicate declaration', 4), ('Potentially invalid constructor usage', 4), ('Redundant character escape', 4), ('Unneeded last comma in object literal', 3), ('Expression statement which is not assignment or ca', 3), ('Redundant local variable', 3), ('Bitwise operator usage', 2), ('Pointless statement or boolean expression', 2), ('Unreachable code', 2), (""Redundant 'if' statement"", 2), ('Undefined property assignment', 2), ('Exception used for local control-flow', 1), (""Object is 'null' or 'undefined'"", 1), ('Possibly incorrect target of indexed property acce', 1), (""Potentially invalid reference to 'this' from closu"", 1), (""Unnecessary 'continue' statement"", 1), ('Unnecessary non-capturing group', 1), ('Unnecessary semicolon', 1), ('Comparison of expressions having incompatible type', 1), ('Duplicated code fragment', 1)]"
liberapay_liberapay.com,451,1,86,342,0,"[('Shadowing names from outer scopes', 93), ('Unused local symbols', 46), ('Accessing a protected member of a class or a modul', 45), ('Incorrect type', 38), ('Method is not declared static', 37), ('PEP 8 naming convention violation', 35), ('Incorrect docstring', 30), ('Shadowing built-in names', 20), ('Unbound local variables', 14), ('Unclear exception clauses', 10), (""Missed call to '__init__' of the super class"", 9), ('An instance attribute is defined outside `__init__', 9), ('The default argument is mutable', 7), ('Single quoted docstring', 6), ('Too complex chained comparisons', 6), ('Method signature does not match signature of overr', 5), ('encrypted.py                                 Unresolved references', 4), ('fake_data.py                                 Unresolved references', 4), ('state_chain.py                               Unresolved references', 4), ('_mixin_team.py                               Unresolved references', 4), ('Inappropriate access to properties', 4), ('cbor.py                                      Unresolved references', 3), ('markdown.py                                  Unresolved references', 3), ('Redundant parentheses', 3), ('First argument of the method is reassigned', 2), ('Incorrect call arguments', 2), ('Unnecessary non-capturing group', 2), ('Hardcoded passwords', 1), ('Errors in string formatting operations', 1), ('Function call can be replaced with set literal', 1), ('Statement has no effect', 1), (""Assignments to 'for' loop or 'with' statement para"", 1), ('Dictionary creation can be rewritten by dictionary', 1), ('Duplicated code fragment', 1)]"
llaske_sugarizer,233,17,48161,3161,0,"[('Comma expression', 16258), ('Equality operator may cause type coercion', 10584), ('Unused local symbol', 5582), ('Duplicate declaration', 3807), ('Potentially invalid constructor usage', 2758), ('Identifiers with non-ASCII symbols', 2311), ('Deprecated symbol used', 2270), ('Assignment used as condition', 925), ('Unused assignment', 891), (""Potentially invalid reference to 'this' from closu"", 878), ('Unnecessary semicolon', 875), ('Mismatched JSDoc and function signature', 796), (""'this' expression which references the global obje"", 565), ('Implicitly declared global JavaScript variable', 488), ('Variable is assigned to itself', 472), ('Expression statement which is not assignment or ca', 265), (""Fallthrough in 'switch' statement"", 130), ('Result of method call returning a promise is ignor', 130), ('Syntax errors and unresolved references in JSDoc', 127), ('Unreachable code', 126), ('Referencing mutable variable from closure', 118), ('Bitwise operator usage', 110), ('Primitive type object wrapper used', 108), (""Unnecessary 'return' statement"", 99), ('Unsound type guard check', 85), ('Redundant character escape', 81), ('Pointless statement or boolean expression', 77), ('Void function return value used', 58), ('Single character alternation', 55), ('Inaccessible @private and @protected members refer', 48), ('Redundant local variable', 48), ('Infinite loop statement', 47), ('Regular expression can be simplified', 45), (""Variable is declared and being used in different '"", 40), ('Suspicious variable/parameter name combination', 39), ('JQuery selector can be optimized', 35), ('Unnecessary label', 27), ('Infinite recursion', 24), ('Duplicated code fragment', 19), (""'throw' inside 'finally' block"", 17), ('Attempt to assign to const or readonly variable', 14), (""Redundant 'if' statement"", 14), ('Unnecessary non-capturing group', 13), ('Exception used for local control-flow', 11), ('Mismatched query and update of collection', 11), ('Redundant conditional expression', 9), ('Consecutive commas in array literal', 8), (""Suspicious '=+' assignment"", 8), ('Statement with empty body', 8), ('Duplicate character in character class', 7), (""Loop statement that doesn't loop"", 7), (""Object is 'null' or 'undefined'"", 7), ('Comparison of expressions having incompatible type', 7), ('Pointless arithmetic expression', 7), ('Incorrect usage of JSDoc tags', 6), (""'with' statement"", 4), ('Octal integer', 3), (""Unnecessary 'continue' statement"", 3), ('Consecutive spaces', 2), ('Unneeded last comma in object literal', 2), ('Undefined property assignment', 2), (""Redundant '\\d', '[:digit:]', or '\\D' class element"", 1)]"
magma_magma,5214,1,2381,2831,0,"[('Usage of Snake_Case', 958), ('Unhandled error', 898), ('Error string should not be capitalized or end with', 614), ('Unused parameter', 486), ('Comment of exported element starts with the incorr', 430), ('Deprecated element', 324), ('Unused constant', 265), ('Mixed value and pointer receivers', 158), ('Imported package name as a name identifier', 112), ('Empty slice declared using a literal', 109), ('Direct comparison of errors', 102), ('Comment has no leading space', 89), ('Unsorted imports', 81), ('Name starts with a package name', 74), ('Unused exported function', 68), ('Receiver has a generic name', 58), ('Redundant type conversion', 52), ('Vulnerable declared dependency', 50), ('Potential nil dereference', 45), ('Type can be omitted', 36), ('Error may be not nil', 34), ('Unexported return type of the exported function', 23), ('Unused global variable', 19), ('Bool condition', 18), ('Unused function', 18), ('Type assertion on errors fails on wrapped errors', 15), ('Constant condition', 13), ('Redundant import alias', 13), ('Assignment to a receiver', 8), ('Malformed build tag', 7), (""Missing 'case' statements for 'iota' consts in 'sw"", 6), ('Redundant parentheses', 6), ('Unused type', 5), ('Unreachable code', 4), (""Incorrect usage of 'fmt.Printf' and 'fmt.Println'"", 4), (""'defer' in the loop"", 3), ('Locks mistakenly passed by value', 2), ('Reserved word used as name', 2), ('Unused exported type', 2), ('Redundant types in composite literals', 1), ('Struct initialization without field names', 1), ('Duplicated code fragment', 1)]"
mapswipe_mapswipe,0,0,0,0,0,[]
mapswipe_python-mapswipe-workers,456,5,91,333,0,"[('PEP 8 naming convention violation', 182), ('Incorrect call arguments', 41), ('Shadowing names from outer scopes', 36), ('Unused local symbols', 28), ('Incorrect type', 25), ('Accessing a protected member of a class or a modul', 20), ('An instance attribute is defined outside `__init__', 17), ('Method is not declared static', 17), ('Incorrect docstring', 15), ('Unbound local variables', 10), ('Deprecated function, class, or module', 6), ('Redundant character escape', 6), ('Redundant parentheses', 5), ('Shadowing built-in names', 5), ('0001_initial.py                                                                  Unresolved references', 4), ('0002_alter_aggregatedtracking_managers_and_more.py                               Unresolved references', 4), ('models.py                                                                        Unresolved references', 4), ('Hardcoded passwords', 4), ('Global variable is not defined at the module level', 4), ('conf.py                                                                          Unresolved references', 3), ('Unclear exception clauses', 3), ('factories.py                                                                     Unresolved references', 2), ('ordering.py                                                                      Unresolved references', 2), ('Function call can be replaced with set literal', 2), ('Statement has no effect', 2), ('The default argument is mutable', 2), ('apps.py                                                                          Unresolved references', 1), ('enums.py                                                                         Unresolved references', 1), ('Invalid type hints definitions and usages', 1), ('Attempt to call a non-callable object', 1), ('Class-specific decorator is used outside the class', 1), ('Single character alternation', 1), (""Assignments to 'for' loop or 'with' statement para"", 1)]"
marytts_marytts,357,0,2110,396,0,"[('Unused assignment', 813), ('Non-constant string concatenation as argument to l', 298), ('Constant values', 264), ('Nullability and data flow problems', 238), ('Unnecessary non-capturing group', 106), ('String concatenation in loop', 72), (""Unnecessary conversion to 'String'"", 67), (""Call to 'System.getProperty(str)' could be simplif"", 60), (""String concatenation as argument to 'StringBuilder"", 47), ('Catch block may ignore exception', 46), ('Non-distinguishable logging calls', 44), (""String comparison using '==', instead of 'equals()"", 36), ('Result of method call ignored', 35), ('Duplicated code fragment', 34), ('Suspicious variable/parameter name combination', 32), (""Call to 'printStackTrace()'"", 32), (""Field may be 'final'"", 32), ('Possibly lossy implicit cast in compound assignmen', 29), (""AutoCloseable used without 'try'-with-resources"", 27), ('Simplifiable conditional expression', 26), ('Statement with empty body', 26), ('Multiple occurrences of the same expression', 26), (""'if' statement with identical branches or common p"", 24), ('Dangling Javadoc comment', 24), ('Magic constant', 21), ('Mismatched read and write of array', 21), ('Manual array copy', 17), ('Field can be local', 17), ('Duplicate condition', 16), (""Redundant 'Collection.addAll()' call"", 16), ('Pointless arithmetic expression', 15), ('Unused import', 15), ('Caught exception is immediately rethrown', 12), ('Redundant type cast', 12), ('Pointless bitwise expression', 11), ('Single character alternation', 11), (""Call to 'equals()' or 'hashCode()' on 'URL' object"", 10), ('Expression is compared to itself', 10), ('Integer division in floating-point context', 10), (""Unnecessary call to 'Throwable.initCause()'"", 10), (""'InputStream' and 'OutputStream' can be constructe"", 10), (""'String.equals()' can be replaced with 'String.isE"", 10), (""Redundant 'if' statement"", 10), (""Inner class may be 'static'"", 9), (""'long' literal ending with 'l' instead of 'L'"", 8), ('Wrapper type may be primitive', 8), ('Commented out code', 8), ('Copy constructor misses field', 7), ('Infinite loop statement', 7), (""'Collection.toArray()' call style"", 6), ('Class is exposed outside of its visibility scope', 6), ('Integer multiplication or shift implicitly cast to', 6), ('Declaration has problems in Javadoc references', 6), (""Standard 'Charset' object can be used"", 6), ('Unnecessary modifier', 6), (""Unnecessary call to 'toString()'"", 5), ('LoadVoiceIT.java                                         Java sanity', 4), ('Non-safe string is used as SQL', 4), (""Suspicious 'Collection.toArray()' call"", 4), ('C-style array declaration', 4), (""Redundant 'String' operation"", 4), ('Redundant character escape', 4), ('Unnecessary semicolon', 4), (""Call to 'list.containsAll(collection)' may have po"", 3), (""Local variable used and declared in different 'swi"", 3), ('Mismatched query and update of collection', 3), (""Redundant call to 'String.format()'"", 3), ('Redundant local variable', 3), (""'assert' statement with side effects"", 2), (""'equals()' between objects of inconvertible types"", 2), ('Bulk operation can be used instead of iteration', 2), (""Call math rounding with 'int' argument"", 2), ('Simplifiable assertion', 2), ('Static initializer references subclass', 2), ('Synchronization on a non-final field', 2), (""'size() == 0' can be replaced with 'isEmpty()'"", 2), ('Copy of existing static method body', 2), ('Duplicate throws', 2), ('Javadoc declaration problems', 2), ('Link specified as plain text', 2), (""Minimum 'switch' branches"", 2), ('Method can be extracted', 2), ('Busy wait', 1), (""Call to 'set.removeAll(list)' may work slowly"", 1), (""Empty 'finally' block"", 1), (""Empty 'try' block"", 1), ('Loop variable not updated inside loop', 1), ('Malformed format string', 1), ('Manual array to collection copy', 1), ('Pointless boolean expression', 1), ('Redundant operation on empty container', 1), ('Suspicious indentation after control statement wit', 1), (""Unnecessary 'null' check before method call"", 1), (""'while' can be replaced with 'do while'"", 1)]"
medic_cht-core,91,1717,394,569,0,"[('ESLint', 1445), ('Expression statement which is not assignment or ca', 444), ('Unresolved TypeScript reference', 257), ('Mismatched JSDoc and function signature', 76), ('Result of method call returning a promise is ignor', 55), ('Reserved word used as name', 54), ('Duplicated code fragment', 51), ('Unused assignment', 34), ('Undefined binding', 34), (""Potentially invalid reference to 'this' of a class"", 32), ('Equality operator may cause type coercion', 30), ('Syntax errors and unresolved references in JSDoc', 30), ('Missing await for an async function call', 28), ('Duplicate declaration', 27), ('Unused local symbol', 19), ('Deprecated symbol used', 19), ('Exception used for local control-flow', 17), ('Hardcoded passwords', 15), ('Comma expression', 12), ('JQuery selector can be optimized', 12), ('Void function return value used', 12), ('Pointless statement or boolean expression', 10), ('Field can be readonly', 8), (""Redundant 'await' expression"", 8), (""Unnecessary 'return' statement"", 6), ('Potentially invalid constructor usage', 5), ('Single character alternation', 5), ('Comparison of expressions having incompatible type', 5), ('Unnecessary semicolon', 3), ('Mismatched query and update of collection', 2), (""Object is 'null' or 'undefined'"", 2), ('Implicitly declared global JavaScript variable', 2), ('Redundant character escape', 2), ('Redundant local variable', 2), ('Regular expression can be simplified', 2), ('Begin or end anchor in unexpected position', 1), ('Duplicate character in character class', 1), ('Inconsistent tsconfig.json properties', 1), ('Incorrect usage of JSDoc tags', 1), ('Unnecessary non-capturing group', 1), ('Unreachable code', 1)]"
moodle_moodle,0,0,0,0,0,[]
mosip_commons,102,92,745,346,0,"[('Vulnerable declared dependency', 421), ('Invalid properties configuration', 377), (""'@Serial' annotation can be used"", 117), (""Non recommended 'field' injections"", 81), ('Unused assignment', 61), (""Field may be 'final'"", 29), ('Nullability and data flow problems', 24), ('Constant values', 16), ('Lombok @Getter may be used', 16), ('Incorrect autowiring in Spring bean components', 15), ('Javadoc declaration problems', 15), ('Hardcoded passwords', 13), ('Non-constant string concatenation as argument to l', 12), ('Non-distinguishable logging calls', 12), ('Deprecated API usage', 12), ('Invalid package in @ComponentScan or its meta anno', 8), ('Catch block may ignore exception', 8), ('Unnecessary modifier', 8), ('Declaration has problems in Javadoc references', 7), (""Non-final field in 'enum'"", 6), (""'long' literal ending with 'l' instead of 'L'"", 5), ('Non-safe string is used as SQL', 3), ('Number of placeholders does not match number of ar', 3), ('Link specified as plain text', 3), ('Invalid Spring Boot application setup', 2), ('@NotNull/@Nullable problems', 2), (""Final declaration can't be overridden at runtime"", 1), ('Possibly lossy implicit cast in compound assignmen', 1), ('Simplifiable conditional expression', 1), ('Statement with empty body', 1), ('Logger initialized with foreign class', 1), (""'size() == 0' can be replaced with 'isEmpty()'"", 1), ('Dangling Javadoc comment', 1), ('Unchecked warning', 1), (""Duplicate branches in 'switch'"", 1)]"
muzima_muzima-android,0,0,0,0,0,[]
mysociety_alaveteli,120,1,103,16,0,"[('Unused local symbol', 28), ('JQuery selector can be optimized', 26), ('Equality operator may cause type coercion', 15), ('Unused assignment', 15), ('Void function return value used', 10), ('Implicitly declared global JavaScript variable', 9), ('Deprecated symbol used', 7), ('Duplicate declaration', 4), ('Hardcoded passwords', 1), (""'this' expression which references the global obje"", 1), ('Comma expression', 1), ('Mismatched query and update of collection', 1), ('Primitive type object wrapper used', 1), ('Unnecessary semicolon', 1)]"
mysociety_fixmystreet,3,3586,576,99,0,"[('JSHint', 3586), ('Equality operator may cause type coercion', 231), ('JQuery selector can be optimized', 128), ('Unused local symbol', 100), ('Void function return value used', 63), ('Deprecated symbol used', 41), ('Expression statement which is not assignment or ca', 38), ('Unnecessary non-capturing group', 19), ('Implicitly declared global JavaScript variable', 14), ('Comma expression', 9), ('Unnecessary semicolon', 8), ('Result of method call returning a promise is ignor', 5), (""Unnecessary 'return' statement"", 3), ('Unused assignment', 3), ('Mismatched JSDoc and function signature', 2), (""Potentially invalid reference to 'this' from closu"", 2), ('Single character alternation', 2), ('Syntax errors and unresolved references in JSDoc', 2), ('Redundant local variable', 2), ('Duplicate character in character class', 1), (""Object is 'null' or 'undefined'"", 1), ('Potentially invalid constructor usage', 1), ('Unreachable code', 1), ('Comparison of expressions having incompatible type', 1), ('Redundant character escape', 1)]"
nextstrain_ncov,349,0,34,293,0,"[('Shadowing names from outer scopes', 138), ('Shadowing built-in names', 49), ('Redundant parentheses', 28), ('Unused local symbols', 24), ('Using equality operators to compare with None', 23), ('PEP 8 naming convention violation', 20), ('Incorrect type', 17), ('Unbound local variables', 13), ('combine_metadata.py                                                             Unresolved references', 4), ('get_distance_to_focal_set.py                                                    Unresolved references', 4), ('Redundant boolean variable check', 4), ('Unclear exception clauses', 4), ('annotate_metadata_with_index.py                                                 Unresolved references', 3), ('join-metadata-and-clades.py                                                     Unresolved references', 3), ('construct-recency-from-submission-date.py                                       Unresolved references', 2), ('add_priorities_to_meta.py                                                       Unresolved references', 1), ('adjust_regional_meta.py                                                         Unresolved references', 1), ('calculate_epiweek.py                                                            Unresolved references', 1), ('get_population_weights                                                          Unresolved references', 1), ('parse_mutational_fitness_tsv_into_distance_map.py                               Unresolved references', 1), ('tsv-cast-header                                                                 Unresolved references', 1), ('Function call can be replaced with set literal', 1), ('Statement has no effect', 1), ('The default argument is mutable', 1), ('Unreachable code', 1), ('Dictionary creation can be rewritten by dictionary', 1), ('Incorrect docstring', 1), ('Non-optimal list declaration', 1)]"
nextstrain_nextstrain.org,365,221,91,53,0,"[('ESLint', 221), ('Syntax errors and unresolved references in JSDoc', 43), (""Redundant 'await' expression"", 28), ('Unused local symbol', 17), ('Result of method call returning a promise is ignor', 14), ('Mismatched JSDoc and function signature', 10), ('Deprecated symbol used', 10), ('Incorrect usage of JSDoc tags', 8), ('Exception used for local control-flow', 4), ('Import can be shortened', 3), ('Unused import', 3), ('Equality operator may cause type coercion', 1), ('Primitive type object wrapper used', 1), ('Unused assignment', 1), ('Missing await for an async function call', 1), ('Redundant local variable', 1)]"
nordic-institute_X-Road,1,0,1,0,0,"[('Single character alternation', 1)]"
nvaccess_nvda,20,7,1077,17558,0,"[('PEP 8 naming convention violation', 13909), ('Unsatisfied package requirements', 1158), ('Accessing a protected member of a class or a modul', 882), ('Unused local symbols', 663), ('Incorrect type', 392), ('An instance attribute is defined outside `__init__', 373), ('Method is not declared static', 356), ('Unclear exception clauses', 305), ('Redundant parentheses', 113), ('Shadowing names from outer scopes', 94), ('Shadowing built-in names', 91), ('Unbound local variables', 74), ('Incorrect call arguments', 70), ('Single quoted docstring', 24), ('Attempt to call a non-callable object', 22), ('Too complex chained comparisons', 15), ('Invalid type hints definitions and usages', 8), ('Class must implement all abstract methods', 8), ('Deprecated function, class, or module', 7), ('Redeclared names without usages', 7), ('Unreachable code', 7), ('Function call can be replaced with set literal', 6), ('Improper first parameter', 6), ('Invalid protocol definitions and usages', 5), ('Statement has no effect', 5), ('Incorrect docstring', 5), ('localesData.py                                Unresolved references', 4), ('objidl.py                                     Unresolved references', 4), ('oleacc.py                                     Unresolved references', 4), ('versionInfo.py                                Unresolved references', 4), ('The default argument is mutable', 4), ('Non-optimal list declaration', 4), ('speechViewer.py                               Unresolved references', 3), ('Invalid TypedDict definition and usages', 3), ('Method signature does not match signature of overr', 3), (""Assigning function calls that don't return anythin"", 3), ('Dictionary creation can be rewritten by dictionary', 3), ('Global variable is not defined at the module level', 3), ('Redundant boolean variable check', 3), ('Dictionary contains duplicate keys', 2), ('First argument of the method is reassigned', 2), (""Assignments to 'for' loop or 'with' statement para"", 2), ('displayModel.py                               Unresolved references', 1), ('Duplicate branch in alternation', 1), ('Errors in string formatting operations', 1), ('Incorrect property definition', 1), ('Invalid usage of ClassVar variables', 1), (""Missed call to '__init__' of the super class"", 1), ('Duplicated code fragment', 1)]"
odoo_odoo,0,0,0,0,0,[]
okfde_froide,27,1,791,1102,0,"[('Unsatisfied package requirements', 698), ('Unused local symbols', 450), ('Method is not declared static', 246), ('Accessing a protected member of a class or a modul', 97), ('PEP 8 naming convention violation', 91), ('An instance attribute is defined outside `__init__', 84), ('Incorrect type', 80), ('Shadowing names from outer scopes', 26), ('Shadowing built-in names', 25), ('Redundant parentheses', 24), ('Incorrect call arguments', 13), ('Unbound local variables', 11), ('Deprecated function, class, or module', 10), ('Method signature does not match signature of overr', 9), ('Fixture is not requested by test functions', 6), ('Attempt to call a non-callable object', 5), ('conftest.py                                        Unresolved references', 4), ('routing.py                                         Unresolved references', 4), ('urls.py                                            Unresolved references', 4), ('Vulnerable declared dependency', 4), ('Single quoted docstring', 4), ('monkeytype_config.py                               Unresolved references', 3), ('Improper first parameter', 3), ('Duplicated code fragment', 3), ('api.py                                             Unresolved references', 2), ('admin.py                                           Unresolved references', 2), ('manage.py                                          Unresolved references', 2), ('Unclear exception clauses', 2), ('Redundant character escape', 2), ('Begin or end anchor in unexpected position', 1), ('Function call can be replaced with set literal', 1), (""Missed call to '__init__' of the super class"", 1), ('Redeclared names without usages', 1), (""Assigning function calls that don't return anythin"", 1), ('Dictionary creation can be rewritten by dictionary', 1), ('Regular expression can be simplified', 1)]"
okfde_offenerhaushalt.de,2,0,1297,94,0,"[('Identifiers with non-ASCII symbols', 272), ('Equality operator may cause type coercion', 213), ('Comma expression', 203), ('Unused local symbol', 126), ('Potentially invalid constructor usage', 81), ('Pointless statement or boolean expression', 74), (""'typeof' comparison with non-standard value"", 63), ('Duplicate declaration', 55), ('Unused assignment', 55), ('Deprecated symbol used', 47), ('Assignment used as condition', 42), ('Mismatched JSDoc and function signature', 33), ('Expression statement which is not assignment or ca', 32), ('Void function return value used', 15), ('Implicitly declared global JavaScript variable', 14), ('Bitwise operator usage', 10), (""Potentially invalid reference to 'this' from closu"", 9), ('Unreachable code', 8), ('Syntax errors and unresolved references in JSDoc', 6), ('Referencing mutable variable from closure', 5), (""Fallthrough in 'switch' statement"", 4), ('Unnecessary label', 4), ('JQuery selector can be optimized', 3), ('Primitive type object wrapper used', 3), ('Constant conditional expression', 2), (""Loop statement that doesn't loop"", 2), ('Reserved word used as name', 2), ('Unnecessary semicolon', 2), ('Regular expression can be simplified', 2), ('Consecutive commas in array literal', 1), ('Mismatched query and update of collection', 1), ('Suspicious variable/parameter name combination', 1), (""Unnecessary 'return' statement"", 1), (""Variable is declared and being used in different '"", 1), ('Result of method call returning a promise is ignor', 1)]"
okfn_opendatahandbook,156,0,149,7,0,"[('Comma expression', 84), ('Potentially invalid constructor usage', 35), ('Equality operator may cause type coercion', 14), ('Void function return value used', 6), ('Implicitly declared global JavaScript variable', 6), ('Duplicate declaration', 4), ('Unused local symbol', 4), ('JQuery selector can be optimized', 2), ('Deprecated symbol used', 1)]"
onaio_onadata,71,1,278,1493,0,"[('Unused local symbols', 651), ('An instance attribute is defined outside `__init__', 239), ('Method is not declared static', 232), ('Incorrect call arguments', 111), ('PEP 8 naming convention violation', 90), ('Shadowing names from outer scopes', 81), ('Incorrect type', 67), ('Incorrect docstring', 57), ('Accessing a protected member of a class or a modul', 50), ('Redundant parentheses', 43), ('Duplicated code fragment', 37), ('Function call can be replaced with set literal', 36), ('Unbound local variables', 33), ('Dictionary creation can be rewritten by dictionary', 17), ('Shadowing built-in names', 15), ('Single quoted docstring', 12), ('Redundant character escape', 12), ('Deprecated function, class, or module', 10), ('Unreachable code', 5), ('flask_theme_support.py                               Unresolved references', 4), ('i18ntool.py                                          Unresolved references', 4), ('fabfile.py                                           Unresolved references', 4), ('admin.py                                             Unresolved references', 3), ('Duplicate character in character class', 3), ('Redeclared names without usages', 3), ('Statement has no effect', 3), ('test_v2_urls.py                                      Unresolved references', 2), ('celeryapp.py                                         Unresolved references', 2), ('manage.py                                            Unresolved references', 2), ('Errors in string formatting operations', 2), ('Method signature does not match signature of overr', 2), ('Unclear exception clauses', 2), ('conf.py                                              Unresolved references', 1), ('Hardcoded passwords', 1), ('Consecutive spaces', 1), ('The default argument is mutable', 1), ('Unnecessary non-capturing group', 1), (""Assignments to 'for' loop or 'with' statement para"", 1), ('Non-optimal list declaration', 1), (""Redundant '\\d', '[:digit:]', or '\\D' class element"", 1), ('Too complex chained comparisons', 1)]"
open-contracting_standard,22,0,6,8,0,"[('Unused local symbols', 5), ('conf.py                                 Unresolved references', 4), ('manage.py                               Unresolved references', 4), ('Incorrect type', 4), ('Unsatisfied package requirements', 3), ('Shadowing built-in names', 1), ('Vulnerable declared dependency', 1)]"
openMF_android-client,0,0,0,0,0,[]
openMF_community-app,10,12194,2750,135,0,"[('JSHint', 12194), ('Equality operator may cause type coercion', 1414), ('Unused local symbol', 427), ('Void function return value used', 398), ('Duplicate declaration', 305), ('Implicitly declared global JavaScript variable', 106), ('Unnecessary semicolon', 66), ('Primitive type object wrapper used', 51), ('Unused assignment', 31), ('Mismatched JSDoc and function signature', 23), ('Deprecated symbol used', 17), (""Object is 'null' or 'undefined'"", 13), ('Expression statement which is not assignment or ca', 11), ('Pointless statement or boolean expression', 7), ('Redundant local variable', 7), ('Assignment used as condition', 4), ('Mismatched query and update of collection', 2), ('Referencing mutable variable from closure', 2), ('Unreachable code', 2), (""Redundant 'if' statement"", 2), ('Comma expression', 1), (""Fallthrough in 'switch' statement"", 1), ('Single character alternation', 1), (""Unnecessary 'continue' statement"", 1), ('Unnecessary label', 1), ('Result of method call returning a promise is ignor', 1), ('Redundant conditional expression', 1)]"
openMF_mifos-mobile,0,0,0,0,0,[]
openMF_mobile-wallet,0,0,0,0,0,[]
openMF_web-app,16521,14218,1242,24,0,"[('Unresolved TypeScript reference', 11398), ('ESLint', 2566), ('Undefined binding', 986), ('Mismatched JSDoc and function signature', 581), ('Syntax errors and unresolved references in JSDoc', 272), ('Type mismatch', 254), ('Unused local symbol', 186), ('Unused import', 158), ('Unbound or ambiguous template reference variable', 22), ('Deprecated symbol used', 19), ('Inaccessible component member or directive input', 19), ('Pointless statement or boolean expression', 13), ('Reserved word used as name', 8), ('Redundant conditional expression', 7), (""Potentially invalid reference to 'this' of a class"", 5), ('Unused assignment', 4), ('Result of method call returning a promise is ignor', 4), ('Assignment used as condition', 3), ('Import can be shortened', 3), ('Primitive type object wrapper used', 3), (""'this' expression which references the global obje"", 2), ('Comma expression', 2), ('Consecutive commas in array literal', 1), (""Object is 'null' or 'undefined'"", 1), ('Field can be readonly', 1), (""Redundant 'if' statement"", 1), ('Redundant local variable', 1), ('Duplicated code fragment', 1)]"
opencrvs_opencrvs-core,47,1088,368,142,0,"[('ESLint', 1057), ('Unused local symbol', 268), ('Import can be shortened', 50), ('Result of method call returning a promise is ignor', 47), ('Deprecated symbol used', 46), ('Missing await for an async function call', 30), ('Hardcoded passwords', 21), ('Exception used for local control-flow', 19), ('Redundant conditional expression', 16), ('Redundant local variable', 13), (""Redundant 'await' expression"", 12), ('Duplicated code fragment', 11), ('Attempt to assign to const or readonly variable', 10), ('Unused import', 9), ('Unused assignment', 7), (""Redundant 'if' statement"", 7), ('Syntax errors and unresolved references in JSDoc', 4), ('Expression statement which is not assignment or ca', 4), (""Loop statement that doesn't loop"", 3), ('Unsound type guard check', 3), ('Void function return value used', 2), ('Redundant nesting in template literal', 2), ('Mismatched query and update of collection', 1), ('Pointless statement or boolean expression', 1), ('Single character alternation', 1), ('Field can be readonly', 1)]"
opendatacube_datacube-core,38,2,630,752,0,"[('Fixture is not requested by test functions', 240), ('Unused local symbols', 191), ('Unsatisfied package requirements', 184), ('Shadowing names from outer scopes', 122), ('PEP 8 naming convention violation', 114), ('Incorrect type', 99), ('Accessing a protected member of a class or a modul', 90), ('Incorrect docstring', 83), ('Incorrect arguments in @pytest.mark.parametrize', 59), ('Using equality operators to compare with None', 50), ('Redundant parentheses', 42), ('Method is not declared static', 36), ('Duplicated code fragment', 18), ('Unbound local variables', 17), ('The default argument is mutable', 11), ('Incorrect call arguments', 8), ('Statement has no effect', 7), ('Shadowing built-in names', 7), ('Unclear exception clauses', 5), ('_connections.py                               Unresolved references', 4), ('sql.py                                        Unresolved references', 4), ('utils.py                                      Unresolved references', 4), ('data_utils.py                                 Unresolved references', 4), ('_datasets.py                                  Unresolved references', 4), ('Deprecated function, class, or module', 4), ('Function call can be replaced with set literal', 3), ('Hardcoded passwords', 2), ('Method signature does not match signature of overr', 2), (""Missed call to '__init__' of the super class"", 2), ('Dictionary creation can be rewritten by dictionary', 2), ('Attempt to call a non-callable object', 1), ('Unnecessary non-capturing group', 1), ('Improper first parameter', 1), (""Redundant '\\d', '[:digit:]', or '\\D' class element"", 1)]"
